,sellers,buyers,arbiter,anchor
0,0.25,0.25,0.25,0.25
1,0.38419166637510804,0.5129913753892671,0.10281695823562485,3.0086610286472748e-18
2,0.3572733954277659,0.5237573050995644,0.11896929947266971,1.195675800607264e-17
3,0.3042372354473145,0.5449318046629386,0.15080239722439306,2.856266813998332e-05
4,0.30692560773851457,0.5438964171529034,0.14917797510858208,0.0
5,0.3070091556220137,0.5438164529178503,0.14914296785998918,3.1423600146596516e-05
6,0.30701875050819893,0.5438580460869377,0.14912320340486346,3.006003206440944e-17
7,0.3070673541940085,0.543811611887296,0.14911378415772034,7.249760975494934e-06
8,0.30692506385783014,0.5438834395537918,0.1491814234753297,1.0073113048464448e-05
9,0.30701762996897114,0.5438594773996972,0.14912289263133185,0.0
10,0.32569836410901293,0.5363145239328959,0.1379563049918079,3.08069662831117e-05
11,0.38123720985716975,0.5053851888236099,0.10668415219424564,0.0066934599060247
12,0.2825176790179238,0.5536489705245718,0.16382425309591825,9.09736158611808e-06
13,0.26522032003168816,0.5605785092085878,0.1742011707597241,3.5569418679213125e-19
14,0.3280216487269416,0.5354362571929162,0.1365012533083762,4.084229478436431e-05
15,0.3624363660682084,0.5216905284790168,0.11587310545277486,2.0328790734103208e-20
16,0.30609133349675166,0.5437829057770464,0.14980138295645018,0.00032445291462362134
17,0.3264427387915262,0.5349494995536754,0.13767554972977297,0.0009324645373072267
18,0.28764022243430387,0.5516121050330978,0.16074767253259822,1.38257720814496e-16
19,0.3208883242052958,0.538270990098642,0.14083816254101658,2.5231550457622726e-06
20,0.32314278637967797,0.537462899644102,0.1393938015727731,5.124034470190397e-07
21,0.3039061668237328,0.5451051239793906,0.1509887091968768,5.226360846925765e-21
22,0.32299805209305704,0.5374446329074319,0.13948694943423973,7.036556527129523e-05
23,0.30170840539320876,0.5462439476188786,0.15261150198832082,0.00011707423632620237
24,0.33021065387009335,0.5345695438616155,0.13520955070518595,1.0251563105141802e-05
25,0.31782723587995965,0.5395258444236187,0.1426394955469718,7.424149339062487e-06
26,0.24760803989568,0.5676648390236595,0.18472724284055586,1.1313262731505172e-13
27,0.3270455436640347,0.5358484431315322,0.13710601320443302,7.189893276994078e-19
28,0.32369796823502356,0.5371869405188757,0.13911509124610105,8.148564670674291e-19
29,0.33859639800475166,0.5312240044183064,0.13017959757694178,0.0
